dgp,dgp_name,T,rep,q_hat_V,raw_pi,corr_pi,raw_TL,corr_TL
1,normal,1000,1,-0.0014844586431618906,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,2,0.002547421171335329,0.01,0.01,G,G
1,normal,1000,3,-0.000957339626196638,0.01,0.01,G,G
1,normal,1000,4,0.002314871511543723,0.0033333333333333335,0.0,G,G
1,normal,1000,5,0.0045978781584246715,0.01,0.006666666666666667,G,G
1,normal,1000,6,-0.0014245645800693544,0.016666666666666666,0.02666666666666667,Y,Y
1,normal,1000,7,0.0009191057542721076,0.01,0.006666666666666667,G,G
1,normal,1000,8,0.004473514122307735,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,9,0.0009331595021849032,0.0,0.0,G,G
1,normal,1000,10,-0.001557461157951022,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,11,0.00029598940308225597,0.016666666666666666,0.013333333333333334,Y,G
1,normal,1000,12,0.005163984725260577,0.016666666666666666,0.01,Y,G
1,normal,1000,13,-0.0006407650616510526,0.006666666666666667,0.01,G,G
1,normal,1000,14,-0.0015992797503556718,0.016666666666666666,0.023333333333333334,Y,Y
1,normal,1000,15,0.0016413934131999138,0.013333333333333334,0.0033333333333333335,G,G
1,normal,1000,16,0.0036855216576589865,0.01,0.006666666666666667,G,G
1,normal,1000,17,0.002693721618605719,0.0033333333333333335,0.0,G,G
1,normal,1000,18,-0.00060995876980404,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,19,0.0002953394963364127,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,20,0.0006301140863699461,0.016666666666666666,0.01,Y,G
1,normal,1000,21,-0.0002628994697609528,0.03333333333333333,0.03333333333333333,Y,Y
1,normal,1000,22,-0.000947466201513011,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,23,-0.0002482360047990935,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,24,-0.0011326949829382146,0.0,0.006666666666666667,G,G
1,normal,1000,25,-0.0017049088013063717,0.0033333333333333335,0.006666666666666667,G,G
1,normal,1000,26,-0.0003393947968521625,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,27,0.00024076008046810884,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,28,0.0021921325251105443,0.01,0.006666666666666667,G,G
1,normal,1000,29,0.000911704303374488,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,30,-5.0826877276957666e-05,0.01,0.01,G,G
1,normal,1000,31,0.0021664548768115465,0.013333333333333334,0.006666666666666667,G,G
1,normal,1000,32,-0.00150941984065295,0.01,0.013333333333333334,G,G
1,normal,1000,33,0.0032307567688291666,0.013333333333333334,0.01,G,G
1,normal,1000,34,0.00014038138341552537,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,35,0.004923310071119968,0.02666666666666667,0.013333333333333334,Y,G
1,normal,1000,36,-8.243102056529782e-05,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,37,-0.002547274560735475,0.0033333333333333335,0.016666666666666666,G,Y
1,normal,1000,38,-0.0020555498263139654,0.0033333333333333335,0.013333333333333334,G,G
1,normal,1000,39,0.0005106807653846273,0.01,0.01,G,G
1,normal,1000,40,0.0024297839766519534,0.006666666666666667,0.0,G,G
1,normal,1000,41,-0.0010898904610724747,0.013333333333333334,0.02,G,Y
1,normal,1000,42,-0.00046792911999236447,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,43,0.00034061805974340537,0.01,0.006666666666666667,G,G
1,normal,1000,44,0.00020186908790977064,0.01,0.01,G,G
1,normal,1000,45,0.0004284840385514844,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,46,0.0018220929407140429,0.013333333333333334,0.01,G,G
1,normal,1000,47,0.003733175832244062,0.016666666666666666,0.01,Y,G
1,normal,1000,48,0.0024410124085208766,0.013333333333333334,0.01,G,G
1,normal,1000,49,-0.0007352793831675623,0.013333333333333334,0.016666666666666666,G,Y
1,normal,1000,50,0.0019409111062167114,0.02,0.016666666666666666,Y,Y
1,normal,1000,51,-0.0008211207921610906,0.01,0.013333333333333334,G,G
1,normal,1000,52,-0.0006686001311820985,0.016666666666666666,0.02,Y,Y
1,normal,1000,53,-0.001352107316703349,0.02666666666666667,0.02666666666666667,Y,Y
1,normal,1000,54,0.003702795095451233,0.01,0.01,G,G
1,normal,1000,55,0.0028568462576915414,0.01,0.01,G,G
1,normal,1000,56,0.002806360176832086,0.01,0.0,G,G
1,normal,1000,57,0.0022466459168638243,0.01,0.006666666666666667,G,G
1,normal,1000,58,0.0029513453282528847,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,59,-0.002604812356824308,0.023333333333333334,0.03,Y,Y
1,normal,1000,60,0.00143245968642149,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,61,-0.002035139634911326,0.0033333333333333335,0.006666666666666667,G,G
1,normal,1000,62,-0.0015498745089219243,0.02,0.02,Y,Y
1,normal,1000,63,0.0017537341224476803,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,64,0.0003870835628569182,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,65,0.0019556677163478334,0.01,0.0033333333333333335,G,G
1,normal,1000,66,-0.00035949702452322944,0.0,0.0,G,G
1,normal,1000,67,0.0005236999237977374,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,68,-0.001133886083724767,0.006666666666666667,0.01,G,G
1,normal,1000,69,-0.0023353462575155925,0.013333333333333334,0.016666666666666666,G,Y
1,normal,1000,70,0.0002187680511519849,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,71,0.003897158579154807,0.0033333333333333335,0.0,G,G
1,normal,1000,72,7.5434178373005e-05,0.02,0.02,Y,Y
1,normal,1000,73,-3.3702794095449557e-05,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,74,-0.00206793405296488,0.01,0.01,G,G
1,normal,1000,75,0.00107951896566408,0.01,0.01,G,G
1,normal,1000,76,0.003577245673126161,0.0033333333333333335,0.0,G,G
1,normal,1000,77,0.00014788756237658047,0.0,0.0,G,G
1,normal,1000,78,-0.0013942684240646054,0.0033333333333333335,0.02,G,Y
1,normal,1000,79,0.0019787466569907443,0.013333333333333334,0.01,G,G
1,normal,1000,80,-0.0002471534551740858,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,81,0.0010981654453694483,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,82,0.0005983228039981304,0.01,0.01,G,G
1,normal,1000,83,-0.0012435179281017966,0.013333333333333334,0.013333333333333334,G,G
1,normal,1000,84,-0.0018755332156920612,0.02,0.02666666666666667,Y,Y
1,normal,1000,85,0.0029091459357665564,0.016666666666666666,0.006666666666666667,Y,G
1,normal,1000,86,-0.0001250845893439712,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,87,0.0013522152211760334,0.0033333333333333335,0.0,G,G
1,normal,1000,88,0.0006954178227034721,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,89,0.0025406437657938766,0.006666666666666667,0.0033333333333333335,G,G
1,normal,1000,90,-0.0034692411455335896,0.006666666666666667,0.023333333333333334,G,Y
1,normal,1000,91,0.0005310081703717385,0.01,0.006666666666666667,G,G
1,normal,1000,92,0.002998902235595127,0.01,0.006666666666666667,G,G
1,normal,1000,93,0.0015214604687337832,0.006666666666666667,0.006666666666666667,G,G
1,normal,1000,94,0.0012518759419362872,0.01,0.01,G,G
1,normal,1000,95,-0.0017769212509856106,0.0033333333333333335,0.01,G,G
1,normal,1000,96,0.0022059921371637018,0.0033333333333333335,0.0033333333333333335,G,G
1,normal,1000,97,0.001546220975422061,0.02,0.013333333333333334,Y,G
