innovation,scenario,alpha,replication,selected_window,apply_gate,static_shift,validation_125,validation_250,validation_500,validation_1000,projections_0,projections_1,projections_2,projections_3,projections_4,projections_5,projections_6
normal,correct,0.01,0,125,True,0.0045581260695982,0.0004865915628163,0.0004984863830453,0.0005383719090182,0.0005676600429541,0,2,3,7,11,20,33
normal,correct,0.01,1,250,False,-0.0012614358451796,0.0004533163461789,0.0004512535243604,0.0005126830019457,0.0005400904760683,0,3,5,9,15,23,33
normal,correct,0.01,2,500,False,0.0024096304110898,0.0004119312739793,0.0004182824076439,0.0004068158647042,0.0004310143149466,0,0,2,7,16,23,31
normal,correct,0.01,3,500,False,0.0019075162932096,0.0005303008445161,0.0004431153884752,0.0004268984670452,0.0004379684386627,0,0,3,7,13,20,32
normal,correct,0.01,4,1000,False,0.0014480884689637,0.0003774495118677,0.0003883863971407,0.0003770127273755,0.0003699402271816,0,0,0,2,15,21,31
normal,correct,0.01,5,1000,False,-0.0003562250615805,0.000366490740526,0.000357773637607,0.0003344088687601,0.0003246584756657,0,0,1,4,11,18,26
normal,correct,0.01,6,1000,False,-0.0010035348034278,0.0003524182610624,0.0003510103237008,0.0003493372537329,0.0003475881005237,0,0,2,8,13,20,29
normal,correct,0.01,7,1000,False,-0.0002340887593561,0.0004150636829878,0.0003732383402668,0.000364422371196,0.0003571533614894,0,0,2,3,12,24,36
normal,correct,0.01,8,125,False,0.0030081204402893,0.0003545578013708,0.0003584609007712,0.0003674807705093,0.0003847841035145,0,1,5,8,13,22,35
normal,correct,0.01,9,1000,False,-0.0019956234865775,0.0003836990047947,0.000381797622728,0.0003723320727943,0.0003571099987773,0,0,0,6,12,25,30
normal,correct,0.01,10,250,False,-0.0017597781208807,0.0003626552812131,0.0003587328459687,0.0003713751298466,0.0003640008723304,0,0,4,5,15,23,37
normal,correct,0.01,11,1000,False,-0.0041359514119725,0.0003301195631464,0.0003306634542251,0.0003233669923957,0.0003215153492648,0,0,4,9,11,21,34
normal,correct,0.01,12,1000,False,-0.0008177310611121,0.0003964691418529,0.0003736310387664,0.0003713640849363,0.0003705769630922,0,0,1,4,7,21,31
normal,correct,0.01,13,1000,False,-0.0012016440850389,0.0004100235635172,0.0003659958120823,0.0003625006715769,0.0003589064554742,0,0,2,9,17,24,37
normal,correct,0.01,14,250,False,0.0005305590510097,0.0004756298985435,0.0004191106838858,0.0004309274237573,0.0004301430617855,0,0,2,5,16,19,33
normal,correct,0.01,15,1000,False,-0.0012550829285154,0.0004008303963572,0.0003846007707146,0.0003701195331756,0.0003671657436842,0,0,0,7,11,21,33
normal,correct,0.01,16,1000,False,0.0005192990209913,0.0003962452351428,0.0003612314031328,0.0003681126648043,0.0003573406140404,0,0,1,5,9,21,30
normal,correct,0.01,17,1000,False,0.0002370826287494,0.0003738501796127,0.0003734099701865,0.0003762404001299,0.0003710580691124,0,0,1,3,8,16,31
normal,correct,0.01,18,250,False,-0.0009340091135066,0.0004990712866493,0.0004134924731107,0.0004149726660513,0.0004152175027263,0,0,2,4,14,23,35
normal,correct,0.01,19,250,False,-0.0001855449919122,0.0004107522034612,0.0003920012380653,0.0004093264185826,0.0004415907882252,0,2,7,9,14,20,34
normal,correct,0.01,20,250,False,-0.0017059821992789,0.0003675779482785,0.000340246760326,0.0003484091842597,0.0003496179802017,0,0,2,9,19,26,37
normal,correct,0.01,21,250,False,-0.0021275449986423,0.0004168734825812,0.0003802591525984,0.000393585313919,0.0004004728960977,0,0,1,7,12,21,34
normal,correct,0.01,22,1000,False,-0.0021810329340138,0.0006203025204468,0.0005239048031887,0.0005165120184947,0.0005097422490479,0,0,2,7,14,25,36
normal,correct,0.01,23,500,False,-0.0016322763508732,0.0003592908229132,0.0003409597563032,0.0003303847783494,0.0003355700682062,0,0,3,8,16,22,32
normal,correct,0.01,24,500,False,-0.0016910898399043,0.0003407646894773,0.0003368898680055,0.0003209083186329,0.00032244942655,0,1,7,9,13,27,33
normal,correct,0.01,25,250,True,-0.0007775573793949,0.0003203518711564,0.0003137172901991,0.000327125046761,0.0003211389485897,0,1,4,8,19,26,34
normal,correct,0.01,26,1000,False,-0.0006229418133028,0.0004544409518591,0.0004326325808592,0.0004283322295849,0.0004157382913743,0,0,0,7,12,21,36
normal,correct,0.01,27,500,False,0.0010522704173119,0.0004134353213494,0.0003965254702948,0.0003945483595194,0.0004025512656634,0,0,0,4,13,21,30
normal,correct,0.01,28,500,False,-0.0013486564071169,0.0003886407250391,0.0003709444867616,0.0003503474095543,0.0003541752682094,0,0,4,8,17,23,36
normal,correct,0.01,29,250,False,0.0002614710376708,0.0004262708595606,0.0004045895891605,0.0004174376161072,0.0004176332637246,0,0,2,5,12,24,33
normal,correct,0.01,30,500,False,0.0036266043523181,0.0004173612271676,0.0003881588477302,0.0003857628071407,0.0003925027776493,0,0,1,5,14,24,32
normal,correct,0.01,31,250,True,-0.0019452354404981,0.0003306129034299,0.0003173821473704,0.0003188384570351,0.000318010946264,0,0,4,9,12,21,32
normal,correct,0.01,32,1000,False,-0.003275295308583,0.000351542508447,0.0003527659510007,0.000336536499334,0.000332448067098,0,0,3,10,17,22,37
normal,correct,0.01,33,1000,False,2.950222677939457e-05,0.0005012665647355,0.0004309348403953,0.0004270306669518,0.0004259250238181,0,0,2,7,12,22,32
normal,correct,0.01,34,1000,False,-0.0001572943826485,0.0003468709245898,0.0003345947172483,0.0003321182047839,0.0003318877402406,0,0,1,4,10,21,32
normal,correct,0.01,35,500,True,-0.0008237017581106,0.0003287333329191,0.0003335380319728,0.0003194720929783,0.0003204428453308,0,0,3,8,18,26,37
normal,correct,0.01,36,500,False,0.0008440603042586,0.0003697569786235,0.0003582557246169,0.0003429205536391,0.0003543025164532,0,0,3,7,14,23,31
normal,correct,0.01,37,1000,False,0.0029813611913688,0.0004134956842337,0.0004078864737085,0.0004047052876361,0.0003884109271963,0,0,1,5,11,24,35
normal,correct,0.01,38,1000,False,-0.0013613800940427,0.0003923966623523,0.0003622180231358,0.000350382028965,0.0003443941276815,0,1,3,6,9,19,32
normal,correct,0.01,39,1000,False,-0.0004867627920349,0.0003529295156101,0.0003423871370785,0.0003365367265454,0.0003346045501506,0,0,3,8,17,25,36
normal,correct,0.01,40,500,False,0.0001429850953991,0.00036974583648,0.0003665027323007,0.000355001868121,0.0003557346834731,0,0,1,9,15,21,33
normal,correct,0.01,41,1000,False,-0.0001048552946139,0.0003856737613416,0.000382289503915,0.0003926409109753,0.0003814586321178,0,0,2,7,15,22,34
normal,correct,0.01,42,125,False,-0.002397203892647,0.000380306331296,0.0003988754540614,0.0004579716908332,0.0004485333379842,1,4,8,9,15,22,30
normal,correct,0.01,43,1000,False,-0.0010080772068253,0.0003867323046462,0.0003601073675514,0.0003654062431301,0.0003464701636458,0,1,4,9,17,26,37
normal,correct,0.01,44,1000,False,0.0004231392836424,0.0004733711234196,0.0004371721318843,0.0004277632372821,0.000417743353314,0,0,0,9,15,25,36
